Confirmed,Country/Region,Deaths,Date,Province/State,Recovered,Epidemy,Lat,Long
238.0,Canada,32.0,2003-06-12,,141.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,343.0,2003-06-12,,4457.0,SARS,35.86166,104.195397
1755.0,Hong Kong,291.0,2003-06-12,,1377.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-12,,1.0,SARS,22.1987,113.5439
688.0,Taiwan,81.0,2003-06-12,,347.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-12,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-12,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-12,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-12,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-12,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-12,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-12,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-12,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-12,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-12,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-12,,1.0,SARS,-40.900557,174.88597099999998
14.0,Philippines,2.0,2003-06-12,,12.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-12,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-12,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-12,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-12,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-12,,169.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-12,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-12,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-12,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-12,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-12,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-12,,4.0,SARS,55.378051,-3.435973
70.0,US,0.0,2003-06-12,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-12,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-11,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-11,,2.0,SARS,-14.235004,-51.92528
230.0,Canada,32.0,2003-06-11,,134.0,SARS,56.130366,-106.34677099999999
5329.0,Mainland China,343.0,2003-06-11,,4390.0,SARS,35.86166,104.195397
1754.0,Hong Kong,290.0,2003-06-11,,1368.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-11,,1.0,SARS,22.1987,113.5439
687.0,Taiwan,81.0,2003-06-11,,344.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-11,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-11,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-11,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-11,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-11,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-11,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-11,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-11,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-11,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-11,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-11,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-11,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-11,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-11,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-11,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-11,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-11,,168.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-11,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-11,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-11,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-11,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-11,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-11,,4.0,SARS,55.378051,-3.435973
71.0,US,0.0,2003-06-11,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-11,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-10,,5.0,SARS,-25.274398,133.775136
3.0,Brazil,0.0,2003-06-10,,2.0,SARS,-14.235004,-51.92528
229.0,Canada,32.0,2003-06-10,,131.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,343.0,2003-06-10,,4294.0,SARS,35.86166,104.195397
1754.0,Hong Kong,290.0,2003-06-10,,1368.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-10,,1.0,SARS,22.1987,113.5439
686.0,Taiwan,81.0,2003-06-10,,319.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-10,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-10,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-10,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-10,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-10,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-10,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-10,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-10,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-10,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-10,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-10,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-10,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-10,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-10,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-10,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-10,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-10,,168.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-10,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-10,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-10,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-10,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-10,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-10,,4.0,SARS,55.378051,-3.435973
69.0,US,0.0,2003-06-10,,36.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-10,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-09,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-09,,2.0,SARS,-14.235004,-51.92528
229.0,Canada,32.0,2003-06-09,,128.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,340.0,2003-06-09,,4186.0,SARS,35.86166,104.195397
1753.0,Hong Kong,288.0,2003-06-09,,1365.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-09,,1.0,SARS,22.1987,113.5439
680.0,Taiwan,81.0,2003-06-09,,257.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-09,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-09,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-09,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-09,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-09,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-09,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-09,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-09,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-09,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-09,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-09,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-09,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-09,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-09,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-09,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-09,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-09,,168.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-09,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-09,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-09,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-09,,1.0,SARS,46.818188,8.227511999999999
9.0,Thailand,2.0,2003-06-09,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-09,,4.0,SARS,55.378051,-3.435973
68.0,US,0.0,2003-06-09,,35.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-09,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-06,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-06,,2.0,SARS,-14.235004,-51.92528
219.0,Canada,31.0,2003-06-06,,120.0,SARS,56.130366,-106.34677099999999
5329.0,Mainland China,338.0,2003-06-06,,3869.0,SARS,35.86166,104.195397
1750.0,Hong Kong,286.0,2003-06-06,,1350.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-06,,1.0,SARS,22.1987,113.5439
676.0,Taiwan,81.0,2003-06-06,,257.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-06,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-06,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-06,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-06,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-06,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-06,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-06,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-06,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-06,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-06,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-06,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-06,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-06,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-06,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-06,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-06,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-06,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-06,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-06,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-06,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-06,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-06-06,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-06,,4.0,SARS,55.378051,-3.435973
68.0,US,0.0,2003-06-06,,35.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-06,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-05,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-05,,2.0,SARS,-14.235004,-51.92528
218.0,Canada,31.0,2003-06-05,,120.0,SARS,56.130366,-106.34677099999999
5329.0,Mainland China,336.0,2003-06-05,,3770.0,SARS,35.86166,104.195397
1748.0,Hong Kong,284.0,2003-06-05,,1343.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-05,,1.0,SARS,22.1987,113.5439
677.0,Taiwan,81.0,2003-06-05,,257.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-05,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-05,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-05,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-05,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-05,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-05,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-05,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-05,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-05,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-05,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-05,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-05,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-05,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-05,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-05,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-05,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-05,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-05,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-05,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-05,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-05,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-06-05,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-05,,4.0,SARS,55.378051,-3.435973
69.0,US,0.0,2003-06-05,,34.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-05,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-04,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-04,,2.0,SARS,-14.235004,-51.92528
216.0,Canada,31.0,2003-06-04,,121.0,SARS,56.130366,-106.34677099999999
5329.0,Mainland China,334.0,2003-06-04,,3674.0,SARS,35.86166,104.195397
1748.0,Hong Kong,283.0,2003-06-04,,1339.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-04,,1.0,SARS,22.1987,113.5439
678.0,Taiwan,81.0,2003-06-04,,272.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-04,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-04,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-04,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-04,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-04,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-04,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-04,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-04,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-04,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-04,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-04,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-04,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-04,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-04,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-04,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-04,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-04,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-04,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-04,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-04,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-04,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-06-04,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-04,,4.0,SARS,55.378051,-3.435973
69.0,US,0.0,2003-06-04,,34.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-04,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-03,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-03,,2.0,SARS,-14.235004,-51.92528
213.0,Canada,31.0,2003-06-03,,116.0,SARS,56.130366,-106.34677099999999
5329.0,Mainland China,334.0,2003-06-03,,3558.0,SARS,35.86166,104.195397
1747.0,Hong Kong,283.0,2003-06-03,,1326.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-03,,1.0,SARS,22.1987,113.5439
679.0,Taiwan,81.0,2003-06-03,,136.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-03,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-03,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-03,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-03,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-03,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-03,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-03,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-03,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-03,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-03,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-03,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-03,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-03,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-03,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-03,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-03,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-03,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-03,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-03,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-03,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-03,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-06-03,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-03,,4.0,SARS,55.378051,-3.435973
68.0,US,0.0,2003-06-03,,33.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-03,,58.0,SARS,14.058323999999999,108.277199
5.0,Australia,0.0,2003-06-02,,5.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-06-02,,2.0,SARS,-14.235004,-51.92528
198.0,Canada,30.0,2003-06-02,,116.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,334.0,2003-06-02,,3495.0,SARS,35.86166,104.195397
1746.0,Hong Kong,282.0,2003-06-02,,1319.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-06-02,,1.0,SARS,22.1987,113.5439
684.0,Taiwan,81.0,2003-06-02,,134.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-06-02,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-06-02,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-06-02,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-06-02,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-06-02,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-06-02,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-06-02,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-06-02,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-06-02,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-06-02,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-06-02,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-06-02,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-06-02,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-06-02,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-06-02,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-06-02,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-06-02,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-06-02,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-06-02,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-06-02,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-06-02,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-06-02,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-06-02,,4.0,SARS,55.378051,-3.435973
66.0,US,0.0,2003-06-02,,32.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-06-02,,58.0,SARS,14.058323999999999,108.277199
6.0,Australia,0.0,2003-05-31,,6.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-05-31,,2.0,SARS,-14.235004,-51.92528
188.0,Canada,30.0,2003-05-31,,116.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,332.0,2003-05-31,,3371.0,SARS,35.86166,104.195397
1739.0,Hong Kong,278.0,2003-05-31,,1310.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-05-31,,0.0,SARS,22.1987,113.5439
676.0,Taiwan,81.0,2003-05-31,,129.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-05-31,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-05-31,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-05-31,,6.0,SARS,46.227638,2.213749
10.0,Germany,0.0,2003-05-31,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-05-31,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-05-31,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-05-31,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-05-31,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-05-31,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-05-31,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-05-31,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-05-31,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-05-31,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-05-31,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-05-31,,1.0,SARS,45.943160999999996,24.96676
1.0,Russia,0.0,2003-05-31,,0.0,SARS,61.52401,105.31875600000001
206.0,Singapore,31.0,2003-05-31,,165.0,SARS,1.352083,103.819836
1.0,South Africa,1.0,2003-05-31,,0.0,SARS,-30.559482,22.937506
1.0,Spain,0.0,2003-05-31,,1.0,SARS,40.463667,-3.7492199999999998
3.0,Sweden,0.0,2003-05-31,,3.0,SARS,60.128161,18.643501
1.0,Switzerland,0.0,2003-05-31,,1.0,SARS,46.818188,8.227511999999999
8.0,Thailand,2.0,2003-05-31,,6.0,SARS,15.870032,100.992541
4.0,United Kingdom,0.0,2003-05-31,,4.0,SARS,55.378051,-3.435973
66.0,US,0.0,2003-05-31,,32.0,SARS,37.09024,-95.712891
63.0,Vietnam,5.0,2003-05-31,,58.0,SARS,14.058323999999999,108.277199
6.0,Australia,0.0,2003-05-30,,6.0,SARS,-25.274398,133.775136
2.0,Brazil,0.0,2003-05-30,,2.0,SARS,-14.235004,-51.92528
159.0,Canada,28.0,2003-05-30,,112.0,SARS,56.130366,-106.34677099999999
5328.0,Mainland China,328.0,2003-05-30,,3250.0,SARS,35.86166,104.195397
1736.0,Hong Kong,274.0,2003-05-30,,1304.0,SARS,22.396428,114.10949699999999
1.0,Macao,0.0,2003-05-30,,0.0,SARS,22.1987,113.5439
667.0,Taiwan,81.0,2003-05-30,,125.0,SARS,23.69781,120.96051499999999
1.0,Colombia,0.0,2003-05-30,,1.0,SARS,4.570868,-74.297333
1.0,Finland,0.0,2003-05-30,,1.0,SARS,61.92411,25.748151
7.0,France,0.0,2003-05-30,,6.0,SARS,46.227638,2.213749
9.0,Germany,0.0,2003-05-30,,9.0,SARS,51.165690999999995,10.451526
3.0,India,0.0,2003-05-30,,3.0,SARS,20.593684,78.96288
2.0,Indonesia,0.0,2003-05-30,,2.0,SARS,-0.789275,113.921327
9.0,Italy,0.0,2003-05-30,,9.0,SARS,41.87194,12.56738
1.0,Kuwait,0.0,2003-05-30,,1.0,SARS,29.311659999999996,47.481766
5.0,Malaysia,2.0,2003-05-30,,3.0,SARS,4.210483999999999,101.97576600000001
9.0,Mongolia,0.0,2003-05-30,,9.0,SARS,46.862496,103.84665600000001
1.0,New Zealand,0.0,2003-05-30,,1.0,SARS,-40.900557,174.88597099999998
12.0,Philippines,2.0,2003-05-30,,10.0,SARS,12.879721,121.77401699999999
1.0,Ireland,0.0,2003-05-30,,1.0,SARS,53.41291,-8.243889999999999
3.0,South Korea,0.0,2003-05-30,,3.0,SARS,35.907757000000004,127.766922
1.0,Romania,0.0,2003-05-30,,1.0,SARS,45.943160999999996,24.96676
